Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789523292,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1789523293,10,,Aggregated,0.000000,0.000000,220,230,230,230,230,230,230,230,230,230,230,10,0,220.0,210.65140749851707,133.232832995418,227.04197900020517,33.8
1789523294,20,,Aggregated,0.000000,0.000000,200,200,220,220,230,230,240,240,240,240,240,30,0,200.0,172.15043279866222,9.965678997104988,239.33059200498974,31.8
1789523295,30,,Aggregated,10.000000,0.000000,210,220,230,240,260,260,310,320,320,320,320,56,0,200.0,195.0767717670325,9.965678997104988,324.0179079948575,32.660714285714285
1789523296,40,,Aggregated,11.500000,0.000000,190,200,220,220,250,260,310,320,320,320,320,95,0,190.0,186.36357983096354,9.965678997104988,324.0179079948575,33.14736842105263
1789523297,50,,Aggregated,15.666667,0.000000,200,210,220,220,230,250,260,310,320,320,320,147,0,200.0,190.93270608800904,9.965678997104988,324.0179079948575,33.91156462585034
1789523298,60,,Aggregated,19.750000,0.000000,210,220,230,230,240,260,300,310,320,320,320,225,0,210.0,200.05478807996647,9.965678997104988,324.0179079948575,34.06666666666667
1789523299,70,,Aggregated,24.600000,0.000000,210,230,240,250,270,280,300,310,320,320,320,293,0,210.0,208.55701080528993,9.965678997104988,324.0179079948575,34.1160409556314
1789523300,80,,Aggregated,32.166667,0.000000,210,230,240,250,270,300,310,310,320,320,320,359,0,210.0,211.47882776566902,9.965678997104988,324.0179079948575,34.381615598885794
1789523301,90,,Aggregated,37.857143,0.000000,210,230,240,250,270,290,310,310,320,320,320,418,0,210.0,207.44403491122745,2.5039379979716614,324.0179079948575,34.38755980861244
1789523302,100,,Aggregated,41.375000,0.000000,220,240,250,260,300,310,370,420,420,420,420,487,0,220.0,218.78613699970407,2.5039379979716614,418.2143959988025,34.521560574948666
1789523303,100,,Aggregated,43.666667,0.000000,220,230,240,250,280,310,370,410,420,420,420,568,0,220.0,216.58290070572036,2.5039379979716614,418.2143959988025,34.679577464788736
1789523304,100,,Aggregated,46.100000,0.000000,220,230,250,250,290,310,370,410,420,420,420,671,0,220.0,216.97005250198603,2.5039379979716614,418.2143959988025,34.51266766020864
1789523305,100,,Aggregated,51.900000,0.000000,230,240,250,260,310,340,370,380,420,420,420,759,0,230.0,224.97179259266795,2.5039379979716614,418.2143959988025,34.462450592885375
1789523306,100,,Aggregated,59.300000,0.000000,230,250,250,260,300,340,360,380,420,420,420,881,0,230.0,226.08403065812882,2.5039379979716614,418.2143959988025,34.33711691259932
1789523307,100,,Aggregated,65.300000,0.000000,230,250,250,260,290,330,350,370,420,420,420,993,0,230.0,227.1398010955005,2.5039379979716614,418.2143959988025,34.329305135951664
1789523308,100,,Aggregated,74.500000,0.000000,230,250,250,260,300,340,350,370,420,420,420,1078,0,230.0,228.86858042376795,2.5039379979716614,418.2143959988025,34.383116883116884
1789523309,100,,Aggregated,81.200000,0.000000,230,250,250,260,300,340,350,370,420,420,420,1162,0,230.0,226.9704828406354,2.5039379979716614,418.2143959988025,34.450086058519794
1789523310,100,,Aggregated,84.600000,0.000000,230,250,250,270,310,340,420,450,460,460,460,1242,0,230.0,231.93514869630772,2.5039379979716614,461.25198299705517,34.37761674718197
1789523311,100,,Aggregated,84.600000,0.000000,230,250,250,260,310,340,420,450,460,460,460,1318,0,230.0,230.43429382990675,2.5039379979716614,461.25198299705517,34.31866464339909
1789523312,100,,Aggregated,85.300000,0.000000,230,250,250,260,310,340,410,450,460,460,460,1403,0,230.0,228.97496957862776,2.5039379979716614,461.25198299705517,34.2287954383464
1789523313,100,,Aggregated,88.900000,0.000000,230,250,250,260,300,340,410,450,460,460,460,1489,0,230.0,227.37547966139596,2.4200400002882816,461.25198299705517,34.112827400940226
1789523314,100,,Aggregated,90.900000,0.000000,230,250,250,260,300,340,380,450,460,460,460,1563,0,230.0,227.29806348742002,1.9406119972700253,461.25198299705517,34.045425463851565
1789523315,100,,Aggregated,91.600000,0.000000,230,250,260,270,310,340,380,440,460,460,460,1650,0,230.0,229.61258054475007,1.9406119972700253,461.25198299705517,34.07878787878788
1789523316,100,,Aggregated,91.400000,0.000000,230,250,260,260,300,340,370,440,460,460,460,1752,0,230.0,229.87995178187936,1.9406119972700253,461.25198299705517,34.17294520547945
